model_id	model_display	native_signature	processing_context	native_stem	production	backend_primary	backend_target	logical_primary	role_id	canonical_name	filename_tag	pair_id	intent	intent_source	review_status	evidence_or_waiver
demucs:htdemucs_ft	Demucs v4 — Hybrid Transformer Fine-Tuned	drums|bass|other|vocals	full_mix	vocals	native			false	vocal.vocals	Vocals	Vocals		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:htdemucs_ft; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:light	Demucs v1 — Light	drums|bass|other|vocals	full_mix	drums	native			true	instrument.drums	Drums	Drums		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:light; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:light	Demucs v1 — Light	drums|bass|other|vocals	full_mix	bass	native			false	instrument.bass	Bass	Bass		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:light; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:light	Demucs v1 — Light	drums|bass|other|vocals	full_mix	other	native			false	residual.other	Residual	Residual		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:light; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:light	Demucs v1 — Light	drums|bass|other|vocals	full_mix	vocals	native			false	vocal.vocals	Vocals	Vocals		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:light; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:light_extra	Demucs v1 — Light Extra	drums|bass|other|vocals	full_mix	drums	native			true	instrument.drums	Drums	Drums		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:light_extra; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:light_extra	Demucs v1 — Light Extra	drums|bass|other|vocals	full_mix	bass	native			false	instrument.bass	Bass	Bass		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:light_extra; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:light_extra	Demucs v1 — Light Extra	drums|bass|other|vocals	full_mix	other	native			false	residual.other	Residual	Residual		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:light_extra; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:light_extra	Demucs v1 — Light Extra	drums|bass|other|vocals	full_mix	vocals	native			false	vocal.vocals	Vocals	Vocals		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:light_extra; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx	Demucs v3 — MDX	drums|bass|other|vocals	full_mix	drums	native			true	instrument.drums	Drums	Drums		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx	Demucs v3 — MDX	drums|bass|other|vocals	full_mix	bass	native			false	instrument.bass	Bass	Bass		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx	Demucs v3 — MDX	drums|bass|other|vocals	full_mix	other	native			false	residual.other	Residual	Residual		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx	Demucs v3 — MDX	drums|bass|other|vocals	full_mix	vocals	native			false	vocal.vocals	Vocals	Vocals		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_extra	Demucs v3 — MDX Extra	drums|bass|other|vocals	full_mix	drums	native			true	instrument.drums	Drums	Drums		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_extra; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_extra	Demucs v3 — MDX Extra	drums|bass|other|vocals	full_mix	bass	native			false	instrument.bass	Bass	Bass		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_extra; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_extra	Demucs v3 — MDX Extra	drums|bass|other|vocals	full_mix	other	native			false	residual.other	Residual	Residual		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_extra; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_extra	Demucs v3 — MDX Extra	drums|bass|other|vocals	full_mix	vocals	native			false	vocal.vocals	Vocals	Vocals		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_extra; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_extra_q	Demucs v3 — MDX Extra Quantized	drums|bass|other|vocals	full_mix	drums	native			true	instrument.drums	Drums	Drums		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_extra_q; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_extra_q	Demucs v3 — MDX Extra Quantized	drums|bass|other|vocals	full_mix	bass	native			false	instrument.bass	Bass	Bass		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_extra_q; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_extra_q	Demucs v3 — MDX Extra Quantized	drums|bass|other|vocals	full_mix	other	native			false	residual.other	Residual	Residual		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_extra_q; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_extra_q	Demucs v3 — MDX Extra Quantized	drums|bass|other|vocals	full_mix	vocals	native			false	vocal.vocals	Vocals	Vocals		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_extra_q; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_q	Demucs v3 — MDX Quantized	drums|bass|other|vocals	full_mix	drums	native			true	instrument.drums	Drums	Drums		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_q; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_q	Demucs v3 — MDX Quantized	drums|bass|other|vocals	full_mix	bass	native			false	instrument.bass	Bass	Bass		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_q; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_q	Demucs v3 — MDX Quantized	drums|bass|other|vocals	full_mix	other	native			false	residual.other	Residual	Residual		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_q; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:mdx_q	Demucs v3 — MDX Quantized	drums|bass|other|vocals	full_mix	vocals	native			false	vocal.vocals	Vocals	Vocals		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:mdx_q; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:repro_mdx_a	Demucs v3 — Repro MDX A	drums|bass|other|vocals	full_mix	drums	native			true	instrument.drums	Drums	Drums		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:repro_mdx_a; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:repro_mdx_a	Demucs v3 — Repro MDX A	drums|bass|other|vocals	full_mix	bass	native			false	instrument.bass	Bass	Bass		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:repro_mdx_a; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:repro_mdx_a	Demucs v3 — Repro MDX A	drums|bass|other|vocals	full_mix	other	native			false	residual.other	Residual	Residual		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:repro_mdx_a; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:repro_mdx_a	Demucs v3 — Repro MDX A	drums|bass|other|vocals	full_mix	vocals	native			false	vocal.vocals	Vocals	Vocals		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:repro_mdx_a; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:repro_mdx_a_hybrid_only	Demucs v3 — Repro MDX A Hybrid Only	drums|bass|other|vocals	full_mix	drums	native			true	instrument.drums	Drums	Drums		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:repro_mdx_a_hybrid_only; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:repro_mdx_a_hybrid_only	Demucs v3 — Repro MDX A Hybrid Only	drums|bass|other|vocals	full_mix	bass	native			false	instrument.bass	Bass	Bass		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:repro_mdx_a_hybrid_only; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
demucs:repro_mdx_a_hybrid_only	Demucs v3 — Repro MDX A Hybrid Only	drums|bass|other|vocals	full_mix	other	native			false	residual.other	Residual	Residual		multi_stem	reviewed_manifest	reviewed	catalogue_id=demucs:repro_mdx_a_hybrid_only; source=TRvlvr+Politrees; metadata_source=demucs_heuristic; native_signature=drums|bass|other|vocals; backend_primary=; backend_target=; reviewed_contexts=full_mix
